,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
1827,676430933382295552,2015-12-14 15:57:56,https://twitter.com/dog_rates/status/676430933382295552/photo/1,10,10,Duke,doggo,385.0,"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr",1526.0,"[0, 140]",2015-12-14 15:57:56,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,Golden retriever,0.583875
1829,676237365392908289,2015-12-14 03:08:46,https://twitter.com/dog_rates/status/676237365392908289/photo/1,8,10,Winston,doggo,331.0,Say hello to Winston. He has no respect for the system. Much rebellion. I think that's a palm tree... nice. 8/10 https://t.co/dOLQddhXLZ,1335.0,"[0, 136]",2015-12-14 03:08:46,https://pbs.twimg.com/media/CWJ6Sc-WwAAlpI6.jpg,French bulldog,0.961996
1835,676101918813499392,2015-12-13 18:10:33,https://twitter.com/dog_rates/status/676101918813499392/photo/1,11,10,Striker,doggo,1284.0,Meet Striker. He's ready for Christmas. 11/10 https://t.co/B3xxSLjQSH,3042.0,"[0, 69]",2015-12-13 18:10:33,https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg,Shih-tzu,0.225848
1837,676089483918516224,2015-12-13 17:21:08,https://twitter.com/dog_rates/status/676089483918516224/photo/1,9,10,None,doggo,483.0,"""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp",1431.0,"[0, 101]",2015-12-13 17:21:08,https://pbs.twimg.com/media/CWHzzFGXIAA0Y_H.jpg,Bull mastiff,0.743808
1838,675898130735476737,2015-12-13 04:40:46,https://twitter.com/dog_rates/status/675898130735476737/photo/1,10,10,None,doggo,653.0,I'm sure you've all seen this pupper. Not prepared at all for the flying disc of terror. 10/10 https://t.co/G0pQiFGM7O,1774.0,"[0, 118]",2015-12-13 04:40:46,https://pbs.twimg.com/media/CWFFt3_XIAArIYK.jpg,Labrador retriever,0.40743
1839,675891555769696257,2015-12-13 04:14:39,https://twitter.com/dog_rates/status/675891555769696257/photo/1,6,10,Donny,doggo,976.0,This is Donny. He's summoning the demon monster Babadook. 6/10 Donny please no that won't be a good time for anyone https://t.co/kiW6Knb7Gp,2297.0,"[0, 139]",2015-12-13 04:14:39,https://pbs.twimg.com/media/CWE_x33UwAEE3no.jpg,Italian greyhound,0.305637
1840,675888385639251968,2015-12-13 04:02:03,https://twitter.com/dog_rates/status/675888385639251968/photo/1,10,10,None,doggo,1067.0,Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,2581.0,"[0, 134]",2015-12-13 04:02:03,https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg,West highland white terrier,0.672117
1842,675870721063669760,2015-12-13 02:51:51,https://twitter.com/dog_rates/status/675870721063669760/photo/1,11,10,None,doggo,632.0,&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,1783.0,"[0, 144]",2015-12-13 02:51:51,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,Golden retriever,0.263892
1843,675853064436391936,2015-12-13 01:41:41,"https://twitter.com/dog_rates/status/675853064436391936/photo/1,https://twitter.com/dog_rates/status/675853064436391936/photo/1",88,80,None,doggo,1460.0,Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw,2927.0,"[0, 107]",2015-12-13 01:41:41,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg,Labrador retriever,0.868367
1845,675845657354215424,2015-12-13 01:12:15,https://twitter.com/dog_rates/status/675845657354215424/photo/1,10,10,Pepper,doggo,1000.0,"This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier https://t.co/40dj4eTsXG",2477.0,"[0, 139]",2015-12-13 01:12:15,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,Pug,0.8839520000000001
1846,675822767435051008,2015-12-12 23:41:18,https://twitter.com/dog_rates/status/675822767435051008/photo/1,10,10,None,doggo,591.0,🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk,1652.0,"[0, 67]",2015-12-12 23:41:18,https://pbs.twimg.com/media/CWEBOFYWwAA-O2c.jpg,Pomeranian,0.4607100000000001
1847,675820929667219457,2015-12-12 23:34:00,https://twitter.com/dog_rates/status/675820929667219457/photo/1,11,10,None,doggo,260.0,Here's a handful of sleepy puppers. All look unaware of their surroundings. Lousy guard dogs. Still cute tho 11/10s https://t.co/lyXX3v5j4s,1140.0,"[0, 139]",2015-12-12 23:34:00,https://pbs.twimg.com/media/CWD_jQMWEAAdYwH.jpg,Basset,0.556373
1848,675798442703122432,2015-12-12 22:04:39,https://twitter.com/dog_rates/status/675798442703122432/photo/1,10,10,Bernie,doggo,3787.0,This is Bernie. He just touched a boob for the first time. 10/10 https://t.co/whQKMygnK6,11101.0,"[0, 88]",2015-12-12 22:04:39,https://pbs.twimg.com/media/CWDrGH4UYAARoq_.jpg,Beagle,0.681218
1849,675781562965868544,2015-12-12 20:57:34,https://twitter.com/dog_rates/status/675781562965868544/photo/1,11,10,Buddah,doggo,537.0,Say hello to Buddah. He was Waldo for Halloween. 11/10 https://t.co/DVAqAnb624,1750.0,"[0, 78]",2015-12-12 20:57:34,https://pbs.twimg.com/media/CWDbv2yU4AARfeH.jpg,Maltese dog,0.921968
1850,675740360753160193,2015-12-12 18:13:51,https://twitter.com/dog_rates/status/675740360753160193/video/1,12,10,None,doggo,388.0,Here's a pupper licking in slow motion. 12/10 please enjoy https://t.co/AUJi8ujxw9,1257.0,"[0, 82]",2015-12-12 18:13:51,https://pbs.twimg.com/ext_tw_video_thumb/675740268751138818/pu/img/dVaVeFAVT-lk_1ZV.jpg,Golden retriever,0.800495
1851,675710890956750848,2015-12-12 16:16:45,"https://twitter.com/dog_rates/status/675710890956750848/photo/1,https://twitter.com/dog_rates/status/675710890956750848/photo/1",12,10,Lenny,doggo,928.0,This is Lenny. He was just told that he couldn't explore the fish tank. 12/10 smh all that work for nothing https://t.co/JWi6YrpiO1,2046.0,"[0, 131]",2015-12-12 16:16:45,https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg,Standard schnauzer,0.4414270000000001
1853,675706639471788032,2015-12-12 15:59:51,https://twitter.com/dog_rates/status/675706639471788032/photo/1,10,10,a,doggo,106.0,This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI,693.0,"[0, 140]",2015-12-12 15:59:51,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg,English springer,0.9903
1854,675534494439489536,2015-12-12 04:35:48,https://twitter.com/dog_rates/status/675534494439489536/photo/1,11,10,a,doggo,470.0,Seriously guys?! Only send in dogs. I only rate dogs. This is a baby black bear... 11/10 https://t.co/H7kpabTfLj,1953.0,"[0, 112]",2015-12-12 04:35:48,https://pbs.twimg.com/media/CV_7CV6XIAEV05u.jpg,Chow,0.749368
1855,675531475945709568,2015-12-12 04:23:49,https://twitter.com/dog_rates/status/675531475945709568/photo/1,10,10,Ellie,doggo,428.0,This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently https://t.co/c9jmg3Xtzn,1276.0,"[0, 140]",2015-12-12 04:23:49,https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg,Pembroke,0.918441
1856,675522403582218240,2015-12-12 03:47:46,https://twitter.com/dog_rates/status/675522403582218240/photo/1,10,10,Sammy,doggo,316.0,Meet Sammy. He's a Motorola Firefox. Hat under hoodie (must be a half-decent up and coming white rapper) 10/10 https://t.co/rO2zxf0OQ0,1122.0,"[0, 134]",2015-12-12 03:47:46,https://pbs.twimg.com/media/CV_wCh8W4AEWWZ9.jpg,Cocker spaniel,0.299708
1857,675517828909424640,2015-12-12 03:29:35,https://twitter.com/dog_rates/status/675517828909424640/photo/1,12,10,None,doggo,507.0,12/10 stay woke https://t.co/XDiQw4Akiw,1414.0,"[0, 39]",2015-12-12 03:29:35,https://pbs.twimg.com/media/CV_r3v4VAAALvwg.jpg,Scottish deerhound,0.240591
1859,675497103322386432,2015-12-12 02:07:14,https://twitter.com/dog_rates/status/675497103322386432/photo/1,11,10,Reggie,doggo,1443.0,Meet Reggie. He's going for the world record. Must concentrate. Focus up pup. 11/10 we all believe in you Reggie https://t.co/h3AWz4AzuC,3397.0,"[0, 136]",2015-12-12 02:07:14,https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg,Vizsla,0.5195890000000001
1862,675432746517426176,2015-12-11 21:51:30,"https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1",12,10,None,doggo,627.0,Happy Friday. Here's some golden puppers. 12/10 for all https://t.co/wNkqAED6lG,1623.0,"[0, 79]",2015-12-11 21:51:30,https://pbs.twimg.com/media/CV-ef64WoAAbh0I.jpg,Labrador retriever,0.986548
1863,675372240448454658,2015-12-11 17:51:04,https://twitter.com/dog_rates/status/675372240448454658/photo/1,13,10,None,doggo,563.0,"The tail alone is 13/10. Great dog, better owner https://t.co/IyAXinfyju",1838.0,"[0, 72]",2015-12-11 17:51:04,https://pbs.twimg.com/media/CV9nd30XAAAEba5.jpg,Chihuahua,0.4163850000000001
1866,675349384339542016,2015-12-11 16:20:15,"https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1",13,10,None,doggo,2532.0,Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP,4237.0,"[0, 58]",2015-12-11 16:20:15,https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg,Borzoi,0.866367
1867,675334060156301312,2015-12-11 15:19:21,"https://twitter.com/dog_rates/status/675334060156301312/photo/1,https://twitter.com/dog_rates/status/675334060156301312/photo/1",12,10,None,doggo,1436.0,Good morning here's a grass pupper. 12/10 https://t.co/2d68FmWGGs,3007.0,"[0, 65]",2015-12-11 15:19:21,https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg,Pembroke,0.773135
1870,675149409102012420,2015-12-11 03:05:37,https://twitter.com/dog_rates/status/675149409102012420/photo/1,12,10,None,doggo,1878.0,holy shit 12/10 https://t.co/p6O8X93bTQ,4037.0,"[0, 39]",2015-12-11 03:05:37,https://pbs.twimg.com/media/CV6czeEWEAEdChp.jpg,Chow,0.999876
1871,675147105808306176,2015-12-11 02:56:28,https://twitter.com/dog_rates/status/675147105808306176/photo/1,10,10,None,doggo,273.0,When you're presenting a group project and the 4th guy tells the teacher that he did all the work. 10/10 https://t.co/f50mbB4UWS,1026.0,"[0, 128]",2015-12-11 02:56:28,https://pbs.twimg.com/media/CV6atgoWcAEsdv6.jpg,Golden retriever,0.949215
1873,675145476954566656,2015-12-11 02:49:59,https://twitter.com/dog_rates/status/675145476954566656/photo/1,9,10,None,doggo,1011.0,What an honor. 3 dogs here. Blond one is clearly a gymnast. Other two just confused. Very nifty pups. 9/10 for all https://t.co/YDgstgIDGs,2305.0,"[0, 138]",2015-12-11 02:49:59,https://pbs.twimg.com/media/CV6ZOPqWsAA20Uj.jpg,Labrador retriever,0.458746
1876,675111688094527488,2015-12-11 00:35:44,https://twitter.com/dog_rates/status/675111688094527488/photo/1,8,10,Oliver,doggo,283.0,Say hello to Oliver. He thought what was inside the pillow should be outside the pillow. Blurry since birth. 8/10 https://t.co/lFU9W31Fg9,1042.0,"[0, 137]",2015-12-11 00:35:44,https://pbs.twimg.com/media/CV56f54WsAEv4kJ.jpg,Labrador retriever,0.631501
1877,675109292475830276,2015-12-11 00:26:12,https://twitter.com/dog_rates/status/675109292475830276/photo/1,9,10,a,doggo,1259.0,C'mon guys. We've been over this. We only rate dogs. This is a cow. Please only submit dogs. Thank you...... 9/10 https://t.co/WjcELNEqN2,3006.0,"[0, 137]",2015-12-11 00:26:12,https://pbs.twimg.com/media/CV54UQTXAAAGf-j.jpg,Dalmatian,0.989519
1878,675047298674663426,2015-12-10 20:19:52,https://twitter.com/dog_rates/status/675047298674663426/photo/1,11,10,a,doggo,366.0,This is a fluffy albino Bacardi Columbia mix. Excellent at the tweets. 11/10 would hug gently https://t.co/diboDRUuEI,1141.0,"[0, 117]",2015-12-10 20:19:52,https://pbs.twimg.com/media/CV4_8FgXAAQOj4S.jpg,Samoyed,0.978007
1881,675003128568291329,2015-12-10 17:24:21,"https://twitter.com/dog_rates/status/675003128568291329/photo/1,https://twitter.com/dog_rates/status/675003128568291329/photo/1",12,10,Laela,doggo,517.0,Meet Laela. She's adorable. Magnificent eyes. But I don't see a seat belt. Insubordinate.. and churlish. Still 12/10 https://t.co/pCGDgLkLo6,1672.0,"[0, 140]",2015-12-10 17:24:21,https://pbs.twimg.com/media/CV4XwYiWoAAHQIF.jpg,Pembroke,0.655279
1882,674999807681908736,2015-12-10 17:11:09,https://twitter.com/dog_rates/status/674999807681908736/photo/1,13,10,None,doggo,1232.0,Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8,2433.0,"[0, 101]",2015-12-10 17:11:09,https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,Rottweiler,0.591829
1883,674805413498527744,2015-12-10 04:18:42,https://twitter.com/dog_rates/status/674805413498527744/video/1,10,10,None,doggo,391.0,"When your entire life is crumbling before you and you're trying really hard to hold your shit together.
10/10 https://t.co/vqFkgYPCW8",934.0,"[0, 133]",2015-12-10 04:18:42,https://pbs.twimg.com/ext_tw_video_thumb/674805331965399040/pu/img/-7bw8niVrgIkLKOW.jpg,English springer,0.594467
1885,674793399141146624,2015-12-10 03:30:58,https://twitter.com/dog_rates/status/674793399141146624/photo/1,13,10,None,doggo,1225.0,I have found another. 13/10 https://t.co/HwroPYv8pY,2697.0,"[0, 51]",2015-12-10 03:30:58,https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,Giant schnauzer,0.119693
1886,674790488185167872,2015-12-10 03:19:24,https://twitter.com/dog_rates/status/674790488185167872/photo/1,13,10,None,doggo,278.0,ER... MER... GERD 13/10 https://t.co/L1puJISV1a,1180.0,"[0, 47]",2015-12-10 03:19:24,https://pbs.twimg.com/media/CV1WXsmWcAAgQ56.jpg,Labrador retriever,0.8019029999999999
1887,674788554665512960,2015-12-10 03:11:43,https://twitter.com/dog_rates/status/674788554665512960/photo/1,9,10,Maggie,doggo,230.0,Say hello to Maggie. She's a Western Septic Downy. Pretends to be Mexican. Great hardwood flooring. 9/10 https://t.co/P3ElQ2wsjb,871.0,"[0, 128]",2015-12-10 03:11:43,https://pbs.twimg.com/media/CV1Um8vWIAAmhQn.jpg,Miniature poodle,0.349561
1893,674752233200820224,2015-12-10 00:47:23,"https://twitter.com/dog_rates/status/674752233200820224/photo/1,https://twitter.com/dog_rates/status/674752233200820224/photo/1",12,10,None,doggo,516.0,Everyone please just appreciate how perfect these two photos are. 12/10 for both https://t.co/rLf7asnHxO,1580.0,"[0, 104]",2015-12-10 00:47:23,https://pbs.twimg.com/media/CV0zkzEU4AAzLc5.jpg,Vizsla,0.665516
1894,674743008475090944,2015-12-10 00:10:43,https://twitter.com/dog_rates/status/674743008475090944/photo/1,10,10,Sophie,doggo,607.0,This is Sophie. She just saw a spider. 10/10 don't just stand there Sophie https://t.co/VagYftZccT,1514.0,"[0, 98]",2015-12-10 00:10:43,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,Bernese mountain dog,0.583054
1897,674737130913071104,2015-12-09 23:47:22,https://twitter.com/dog_rates/status/674737130913071104/photo/1,10,10,Rufio,doggo,103.0,Meet Rufio. He is unaware of the pink legless pupper wrapped around him. Might want to get that checked 10/10 &amp; 4/10 https://t.co/KNfLnYPmYh,693.0,"[0, 144]",2015-12-09 23:47:22,https://pbs.twimg.com/media/CV0l10AU8AAfg-a.jpg,Pomeranian,0.948537
1899,674670581682434048,2015-12-09 19:22:56,https://twitter.com/dog_rates/status/674670581682434048/photo/1,9,10,Jeb,doggo,729.0,Meet Jeb &amp; Bush. Jeb is somehow stuck in that fence and Bush won't stop whispering sweet nothings in his ear. 9/10s https://t.co/NRNExUy9Hm,1751.0,"[0, 143]",2015-12-09 19:22:56,https://pbs.twimg.com/media/CVzpUGUWUAAo7Vn.jpg,Malamute,0.180079
1901,674646392044941312,2015-12-09 17:46:48,https://twitter.com/dog_rates/status/674646392044941312/photo/1,5,10,None,doggo,557.0,Two gorgeous dogs here. Little waddling dog is a rebel. Refuses to look at camera. Must be a preteen. 5/10 &amp; 8/10 https://t.co/YPfw7oahbD,1533.0,"[0, 141]",2015-12-09 17:46:48,https://pbs.twimg.com/media/CVzTUGrW4AAirJH.jpg,Flat-coated retriever,0.837448
1903,674638615994089473,2015-12-09 17:15:54,https://twitter.com/dog_rates/status/674638615994089473/photo/1,12,10,None,doggo,650.0,This pupper is fed up with being tickled. 12/10 I'm currently working on an elaborate heist to steal this dog https://t.co/F33n1hy3LL,1806.0,"[0, 133]",2015-12-09 17:15:54,https://pbs.twimg.com/media/CVzMPh1UsAELQ_p.jpg,Pomeranian,0.846986
1906,674468880899788800,2015-12-09 06:01:26,"https://twitter.com/dog_rates/status/674468880899788800/photo/1,https://twitter.com/dog_rates/status/674468880899788800/photo/1",13,10,Louis,doggo,2275.0,This is Louis. He thinks he's flying. 13/10 this is a legendary pup https://t.co/6d9WziPXmx,6676.0,"[0, 91]",2015-12-09 06:01:26,https://pbs.twimg.com/media/CVwx3dQXAAA0ksL.jpg,Chow,0.52623
1907,674447403907457024,2015-12-09 04:36:06,https://twitter.com/dog_rates/status/674447403907457024/photo/1,10,10,None,doggo,393.0,This pupper just wants a belly rub. This pupper has nothing to do w the tree being sideways now. 10/10 good pupper https://t.co/AyJ7Ohk71f,1137.0,"[0, 138]",2015-12-09 04:36:06,https://pbs.twimg.com/media/CVweVUfW4AACPwI.jpg,Brabancon griffon,0.409909
1910,674416750885273600,2015-12-09 02:34:18,https://twitter.com/dog_rates/status/674416750885273600/photo/1,10,10,Jonah,doggo,157.0,This is Jonah. He's a Stinted Fisher Price. Enjoys chewing on his miniature RipStik. 10/10 very upbeat fellow https://t.co/7qjXy1uUYY,731.0,"[0, 133]",2015-12-09 02:34:18,https://pbs.twimg.com/media/CVwCdCFW4AUHY4D.jpg,Chihuahua,0.28720100000000004
1918,674271431610523648,2015-12-08 16:56:51,https://twitter.com/dog_rates/status/674271431610523648/photo/1,10,10,None,doggo,800.0,"""AT DAWN, WE RIDE""
10/10 for both dogs https://t.co/3aXX6wH6it",1682.0,"[0, 62]",2015-12-08 16:56:51,https://pbs.twimg.com/media/CVt-SeMWwAAs9HH.jpg,German shepherd,0.991454
1919,674269164442398721,2015-12-08 16:47:50,https://twitter.com/dog_rates/status/674269164442398721/photo/1,8,10,Bob,doggo,255.0,"This is Bob. He's a Juniper Fitzsimmons. His body is 2, but his face is 85. Always looks miserable. Nice stool. 8/10 https://t.co/vYe9RlVz2N",961.0,"[0, 140]",2015-12-08 16:47:50,https://pbs.twimg.com/media/CVt8OmIWIAAbxvJ.jpg,Pug,0.6229210000000001
1921,674262580978937856,2015-12-08 16:21:41,https://twitter.com/dog_rates/status/674262580978937856/photo/1,9,10,Gus,doggo,498.0,This is Gus. He's super stoked about being an elephant. Couldn't be happier. 9/10 for elephant pupper https://t.co/gJS1qU0jP7,1391.0,"[0, 125]",2015-12-08 16:21:41,https://pbs.twimg.com/media/CVt2PawWIAEUkqW.jpg,Greater swiss mountain dog,0.519428
1922,674255168825880576,2015-12-08 15:52:13,https://twitter.com/dog_rates/status/674255168825880576/photo/1,10,10,Bobbay,doggo,619.0,Say hello to Bobbay. He's a marshmallow wizard. 10/10 https://t.co/r6LZN1o1Gx,1581.0,"[0, 77]",2015-12-08 15:52:13,https://pbs.twimg.com/media/CVtvf6bWwAAd1rT.jpg,Eskimo dog,0.615741
1924,674075285688614912,2015-12-08 03:57:26,https://twitter.com/dog_rates/status/674075285688614912/photo/1,11,10,Mitch,doggo,316.0,Say hello to Mitch. He thinks that's a hat. Nobody has told him yet. 11/10 please no one tell him https://t.co/7jOPktauh4,1047.0,"[0, 121]",2015-12-08 03:57:26,https://pbs.twimg.com/media/CVrL5YBWoAA_uPD.jpg,Airedale,0.305392
1926,674053186244734976,2015-12-08 02:29:37,https://twitter.com/dog_rates/status/674053186244734976/photo/1,10,10,Stanley,doggo,1441.0,"This is Stanley. Yes he is aware of the spoon's presence, he just doesn't know what he should do about it. 10/10 https://t.co/gQAMg5ypW5",3576.0,"[0, 136]",2015-12-08 02:29:37,https://pbs.twimg.com/media/CVq3zAaWwAA8vpk.jpg,Cardigan,0.984725
1929,674042553264685056,2015-12-08 01:47:22,https://twitter.com/dog_rates/status/674042553264685056/photo/1,12,10,None,doggo,142.0,Yea I can't handle the cuteness anymore. Curls for days. 12/10 for all https://t.co/sAI6gCGZYX,772.0,"[0, 94]",2015-12-08 01:47:22,https://pbs.twimg.com/media/CVquIDRW4AEJrPk.jpg,Toy poodle,0.927975
